review,sentiment
"**** WARNING: here be spoilers **** Why do I waste my hastily fleeing years watching garbage like this? This film is an impressive collection of clichés, poor writing, worse directing, and then we haven't even got to the acting yet. <br /><br />And of course, you can predict the whole story from beginning to end.<br /><br />Hero expert fights against stupid, corrupt and incompetent henchmen. One avalanche goes off, burying all the heroes who somehow manage to get out alive in spite of going through all sorts of cliffhanger perils. Corrupt partner who caused the whole thing gets fried alive together with his payoff money. Second avalanche heroically deflected by renegade expert's adventurous experiment. Evil henchmen in the end turn out to have a heart as well. Troubled teenager falls into the arms of her crusty stepmother after being saved by her. Etc, etc, etc, etc, on and on it goes. <br /><br />In fact, there's little reason to warn for spoilers. You could probably work the whole plot out if I gave you the basic ingredients. At least, I wasn't too wide off the mark most of the time, anticipating what would happen next.<br /><br />And then we haven't discussed the factual errors.<br /><br />I agree with a previous commentator that even though there are usually SOME redeeming features even of a bad movie. you'd be hard pressed to find any in this one. I suppose I gave it 2 out of 10 for some nice scenery shots, but that's it.<br /><br />It's been some time since a film made me groan, but this one certainly did.",negative
"Early 80's creature feature concerns a long abandoned gold mine that some intrepid miners are determined to check out. Naturally, they find no gold down there but one very hungry monster that slithers along in search of prey.<br /><br />While I have to be honest and admit I found it dull at first (I personally prefer the thematically similar ""The Boogens""), it actually grew on me as it went along. Now, the characters aren't too interesting nor the actors either. The closest to an interesting character is Morgan, played by Keith Hurt. In any event, female lead Terri Berland is quite good looking and Rolf Theison makes his domineering jerk an easy person to hate. The writer played by effects man Mark Sawicki wears thin quickly.<br /><br />It begins in a comfortably predictable enough way, with a nighttime set piece in which two victims are claimed to get things off to an acceptable start. The monster itself is intriguing for its design (as you can imagine, it gets revealed a bit at a time until late in the game) and for being the product of stop motion animation when this process was no longer used very much. Director Melanie Anne Phillips (directing under the pseudonym of David Michael Hillman) and crew deserve some credit for their creation of atmosphere. They manage to make the film look quite claustrophobic and gloomy, and their use of lighting works well. The film does build in intensity towards a pretty good ending. Suffice it to say, they do the best they can on their low budget.<br /><br />An obscure little item worth looking into for die-hard horror buffs.<br /><br />7/10",positive
"I agree that the movie is a little slow at spots having many scenes of mundane everyday life and no dialog. And I wasn't impressed right after I watched it. However, after a few days, I realized that the movie stays with me and it evokes a melancholy mood which lingers in my mind. My appreciation of this movie increases. It certainly merits a higher consideration than those movies that are instantly forgettable.<br /><br />As many have commented, the movie is non-linear and that's a hallmark of European film-making as opposed to the linear narrative form that Hollywood favors. I don't really know whether it's true or not. Many also dislike its confusing structure and lack of clear explanations. To those viewers, I don't think there is much I can say to change their opinions. However, for others who have yet to see the film, DO expect to be challenged and DON'T expect the film to supply all the answers and you might come away enjoying it more than you would otherwise.<br /><br />The movie skips around a bit but really chronicles just 3 time periods. Pay attention to the hair style and you can easily separate out 2 of the 3 periods. It is also not as confusing as suggested; just enjoy and it'll all be clear at the end.<br /><br />Yes, lots of things are left unsaid or not shown, and lots of situations are left unexplored. But isn't that what life is like? A lot of time you're not sure of the motives of your friends/loved ones unless you confront them and even then, you can never be 100% sure if they told you the whole truth. This type of movies forces us to interpret the reasons behind the actions. The movie does, however, leave enough hints for you to make some reasonable assumptions. For example, Mathieu is manic depressive, to the point of suicidal. Why? I don't know, maybe his life is not turning out exactly as he expects it; maybe he misses his family but hasn't forgiven his father for abandoning his sick mother at her hours of need; maybe after all he sacrifices for Cedric, rearranging and indeed, shattering his life to be with him, he realizes that it is all ""coming undone"". I think the director meant to show us that he has always been a little off, mentality fragile by that scene w/ the dead bird. Maybe he has a very sensitive psyche and all these stresses are taking a toll on him. But we're also shown that he is not some animal torturing psycho by his loving interaction w/ the stray cat. Also, there is one conversation between the doctor and Cedric that sheds light on the reason behind the breakup and maybe the suicide attempt. The doctor asks him if everything is okay, and Cedric thinks so even though he cheated on Mathieu once, but that's nothing, according to Cedric. Is that the only reason, we don't know, there are probably others, all mixed up together. Is it paramount that we know exactly what they are? I don't think so, for this movie. Another telltale sign that they are ultimately not compatible is the historical ruins scene. Mathieu is interested in studying the ruins, Cedric is not. He is the one w/ the raging hormone who focuses only on the physical side without an intellectual side that Mathieu obviously needs.<br /><br />Finally, the ending is really rather hopeful and sweet. I was pleasantly surprised by the turn of events after the bleak tone that edges toward the end.<br /><br />I have two complaints for the DVD. One is the sound. It's very soft. I had to crank up the volume to hear the dialog and then when it switched to a bar or outdoor crowd scene, it became too loud. The other is that the subtitles can't be turn off; they stay on the screen. Most foreign movie DVDs not released by a major studio are shoddy this way unfortunately.",positive
"In the opening scenes of this movie a man shot arrows through his hotel room into another man's bathroom and blew out all the lights. This must have been very hep for 1936, but rather way way out and had nothing to do with the film, Robin Hood did not make an appearance as far as I could see. However, Bette Davis(Daisey Appleby),""The Whales of August"",'87 was very young and attractive and performed one of her best roles in a long career in Hollywood. Daisey never stopped teasing or being very sexy with her nightgowns and so called swim suit on her yacht with George Brent(Johnny Jones),""The Spiral Staircase"",'46. Daisey even proposed marriage to Johnny in a Ferris Wheel upside down and even got a black eye. Davis and Brent made a great couple, one suppose to be very rich and the other a very poor reporter. Off stage, Davis and Brent were having a real torrid love affair, which is good reason why there was sparks when these two appeared in this film. If you liked Bette Davis and George Brent, this is the film for you!",positive
"I've watched this film a few times and I never really liked it. I'm not a fan so termed ""nu horror"", so I can't be dismissed on that account. I found it a little sleazy, I think the thing that irks me about Hammers is the sexploitation aspect, not sex mind you, but Sexploitation. I'm surprised at how many people have rated this film so highly, so I'll have another look at it. But for me, it wasn't creepy, it had no atmosphere, just a bit of ""omigod, look at those bad/stupid London prostitute women and that little innocent Anna about to get raped by yet another nasty man, ooherh!"" I suppose ultimately for me, the film had no depth whatsoever, just a bunch of nasty priggish men and women only there for the titillation value. This no doubt was to some degree what Victorian England was like, but the sets are even too clunky and dull impart a sense of Victorian menace. Roger Corman's horrors on the other hand, now that's style, atmosphere and elegant horror. For me, this was just exploitative, flat footed trash.",negative
"A brilliant Russian émigré devises the Stanislavsky' system for winning at contract bridge - which makes him and his beautiful wife the GRAND SLAM Sweethearts of America.<br /><br />What could have been just another silly soap opera is elevated by fine production values & excellent acting to the status of a very enjoyable little comedy. A few unexpected touches are thrown in to keep the viewer's attention engaged - the way in which the principle cast is introduced as faces on a deck of cards; the introduction of a zany acrobat into the plot for no other reason than to enjoy a bit of lunacy; and the way in which a wide variety of different kinds of Americans are shown to be transfixed by listening to the broadcast of the concluding game.<br /><br />Paul Lukas & Loretta Young do very well as the Bridge Sweethearts - Lukas suave & sophisticated and Miss Young passionately loving and beautiful (even if the script keeps her puffing on a cigarette a bit too much). They are fun to watch, even when their behavior is not always the most believable or compelling.<br /><br />Frank McHugh gives another good performance as a relentlessly cheerful ghost writer who adores Miss Young. The delightful Glenda Farrell eschews her customary wisecracking persona in a small role as McHugh's ditsy gal pal. Roscoe Karns handles the fast-talking dialogue as a brash radio announcer. Diminutive Ferdinand Gottschalk is wonderful as a snobbish bridge expert.<br /><br />Movie mavens will recognize Dewey Robinson as a belligerent nightclub patron; Emma Dunn as a sob sister reporter; Paul Porcasi as the owner of the Russian nightclub; Charles Lane as a Russian waiter; and Jimmy Conlin as a kibitzer at the final bridge game - all uncredited.<br /><br />The film takes advantage of the fad for contract bridge which had swept across the country since its development in the 1920's. It expects the viewer to have a basic knowledge of the intricacies of the game and makes no attempt to explain anything to the uninformed.",positive
"Well, this movie actually did have one redeeming quality. It made up the funniest season one episode of MST3K. I wish Rhino had released this one instead of ""The Crawling Hand.""",negative
"OK where do i begin?... This movie changed my life! The plot was seamless. James Cahill has out done himself. Initially after a first viewing i was disappointed that i hadn't seen it on the silver screen. However this was before exploring the DVD's many features!!!! Oh my god Jakes Cahill's commentary of the film was almost as flawless as his acting. he told of industry secrets used in the film that you only get with experience.<br /><br />I was so impressed by the other actors. The scene where the security guard is talking to the girl in the hallway, reminded me of some of my favorite blue (pornographic) movies. I am certainly with Gangsta when he expresses his disappointment with no sequel.<br /><br />I am still blown away with each viewing of the martial arts skills involved, matched only by the sign indicating the location of the library at the school... and possibly the guy playing a retard! All in all a timeless classic and the best film to come out of Europe in years! where my Oscars at dawn!!!!!!!!!!!",positive
"I have been watching movies from i think last 10 years , and I must say that i never felt that bad, which I felt after watching this extra large bore movie, it was bad, very Bad. There were songs & songs. Nobody should watch this movie. The director has shown Germans speaking English which is so rubbish. Germans does not speak English. & in one scene there was a white girl who asked Himesh for autograph. (Obv that he must have gave some money to her) In the promo they have shown prepare for Laughing riot. But i could say there was only one scene where that Himesh was laughing for no reason may be he thinks he's funny. Hansika is very good. she is like an angel. But too young only 16 yrs old. If you have plenty of time and don't know what to do then you should watch this movie or else its waste of money",negative
"Back in 1994, I had a really lengthy vacation around the Fourth of July - something like 17 days off in a row what with two weeks paid vacation, weekends and the holiday itself. I stayed in town during that time, hanging out at my parents' house a lot.<br /><br />I didn't have a TV in my apartment so I used to watch my parents' tube. I had just finished watching a segment of the X Files when a program came on called Personal FX. I was hooked instantly. I had always been fascinated with items in our home that had come from my parents' family homes and through inheritances from relatives' estates, and often wondered about their history, value, etc.<br /><br />After my long vacation, I used to go to my folks' house on my lunch-hours just to catch Personal FX.<br /><br />I can remember one episode during which co-host Claire Carter announced that the New York apartment in which the series was filmed was being renovated and that once said renovations were complete that Personl FX would return to the air.<br /><br />It never did! Personal FX was the first -and best - of the collectible shows. And it vanished from the air! Almost fifteen years later, I'm still sore.<br /><br />Way to go, FX.",positive
"I recently stumbled across a TV showing of ""Passion...."" (having missed the opening scenes). Ms Currier in to be praised for having the vision and courage to bring such a strange de Balzac tale to the screen. I am grateful to the entire cast and crew for their parts in producing such a thoroughly fine motion picture. It must have been arduous shooting so many scenes in the desert. And I cannot comprehend how her trainer coaxed such a fine ""performance"" from the leopard, Simoon. (This adverture calls to mind another suspenseful adventure, ""Naked Prey""). Why isn't this film more well-known?. Hope I can find it on video.",positive
"Being an unrelenting non-stop over-the-top explosive melodrama, this movie is one of the worst action flicks ever produced, and utterly unbelievable in every way. The pace is constantly fever-pitched, and all the action and the actors are gripped by total hysteria. It is nigh unwatchable, and a stain - nay, a blotch - on the careers of everyone involved.<br /><br />The wildly exaggerated attempt at excitement undermines itself, resulting in a movie where you just go ""Come on!"" all the time. The setting and the events are impossible to take even remotely seriously. I can only rate this abomination a 1 out of 10.<br /><br />If you want to see a good asteroid movie, see Deep Impact, which is intense, sensitive and thoroughly engrossing. Everything Armageddon is not.",negative
"I suppose if you like pure action... you'll find it here. I suppose if you find a gorgeous blonde designed to be screwed... find it here. I suppose if you want to find a couple of extra baddies, headed by 1-2 extra, EXTRA baddy bosses who meat a nasty end... you'll find it here.<br /><br />Overall, routine stuff, and the good guys come out on top big time under extra-ordinary circumstances.<br /><br />What I marvel most at... How the good guys armed only with pistols, can kill dozens of bad guys with machine guns who are shooting at them at point blank range... and missing. The goodies even get time to reload their pistols amid the hail of machine guns bullets.<br /><br />Ho-hum!!!",negative
"Robert Downey Jr. in a 17th century wig and dress was enough to make me shudder, but I couldn't believe a great actor like Sam Neill actually took a part in this movie. The whole thing was unbelievable. I especially like Merivel's ""cure"" for the crazies. They dance...and hey presto! everyone's happy and they're all better! I guess I just didn't like the character Merivel too much. Therefore, watching a whole movie about his supposed transition from a whoring buffoon into a great physician was grueling. <br /><br />Also, I'm not entirely sure, but I didn't think the plague as well as the famous fire of London took place simultaneously.",negative
"Growing up with the Beast Wars transformers, I wasn't very familiar with the original Transformers, and now that I have seen the awesome movie, and now that I have seen the older cartoon on which it's based, I have to say I like the original cartoon and the live action movie more than Beast Wars.<br /><br />Not that I don't like the BW characters, I just think that characters like Optimus Prime are better than Optimus Primal.<br /><br />I mean, ""AUTOBOTS TRANSFORM AND ROLL OUT!"" sounds a lot better than ""MAXIMALS MAXIMIZE!"" The voice of the original Optimus Prime still makes me a strong believer that he's a real commander, more so than Optimus Primal.<br /><br />Besides, Powermaster Optimus Prime is a lot more powerful than Optimal Optimus. Just look on the web! <br /><br />Megatron in the BW character seemed more like a humorous version of the more evil version of him in the original series.<br /><br />Besides what's cooler, robots changing into animals or robots changing into vehicles and spaceships? Gimme the original Transformers any day over Beast Wars!",negative
"""Look, I know this may suck right now, but pain is temporary, film is forever. Whatever you do right now is burned into celluloid for all time and for thousands of years to come.""  Robert De Niro<br /><br />This was initially a film for Steven Spielberg, the director hiring several screenwriters to adjust the screenplay so that it more suited his themes. And so we have a dysfunctional family that is threatened by a deranged monster in the form of a recently released from prison Robert De Niro. Like ""Jurassic Park"", ""Poltergeist"" and ""War of the Worlds"", the dysfunctional family bands together to defeat the beast, the beast being the creation of the father, a lawyer who failed to defend De Niro during his trial. <br /><br />In typical Spielberg fashion, the father kills the monster that undermines the family and is then promptly absolved of his sins. Like Oscar Schindler, Robin Williams, Sam Niel, Tom Cruise and virtually every ""daddy"" figure in Spielberg land, the father reclaims his paternal duty in the kind of bittersweet coda that Spielberg so enjoys.<br /><br />But Spielberg eventually abandoned the picture and the project was instead turned over to Martin Scorsese, who at the time was seeking to try his hand at more commercial fare. The result is arguably the worst film in Scorsese's filmography, and, ironically, his most illuminating.<br /><br />An artist's failures or misfires are often very revealing, exposing the inner workings of their art. When the story doesn't work, the characters don't connect or the images don't sear, we find ourselves left with a kind of inner core. This  the remaining carcass- is what the director's cinema is about.<br /><br />Now ""Cape Fear"" is an impersonal film, so we won't find any thematic connections to the rest of Scorsese's filmography (""You already sacrificed me!"" De Niro yells, but the films themes of Catholic redemption are cookie cutter). What the film does, though, is expose the kind of language that his filmography hinges on. Watch how Scorsese's camera desperately whips back and forth, how he zooms frantically onto doorknobs and windows in an attempt to force tension and how his characters are all loud and screaming for attention. But more importantly, watch how the film makes no spatial sense. A showdown on a boat at the end of the film takes place on an obvious sound-stage, a street parade is claustrophobic and takes place within no larger context and the family's house doesn't seem to exist anywhere in particular. There is simply no geographical sense to anything in the picture, Scorsese unable to film space or create any kind of spatial environment. <br /><br />The reason for this is that Scorsese's camera always has to be bound, or intimately tethered, to his central character. For the world around the character to make sense, his camera has to be focused on the character. Resnais can take you around a French Hotel, Welles and Hitchcock can dance you down a street and up a building, Cameron can give you a tour of the Titanic, Scott can recreate an entire future cityscape, Lucas can give you an alien desert planet, and most other directors can create a sense of space by textbook ""close up-mid shot-wide shot"" combinations, but Scorsese can't do this. There's no poetry, no sense of tangible space in his films. He's all about the character. You break that tether, you leave that boxing ring, that taxi cab, you look away from De Niro, and everything collapses. He simply cannot break away from this very documentarian style of shooting, which, in a way, is a prerequisite for action film-making.<br /><br />Scorsese tried to rectify this problem with ""Gangs of New York"", where the space and the sets become the central character, but even this self consciously spatial experiment gets sabotaged by the magnetism of Daniel Day Lewis, the actor drawing Scorsese's camera inexorably toward him like a moth to a bulb.<br /><br />5/10  Even as a generic B-movie, this is an ugly, vulgar looking film. Look at the matte paintings, the inept attempts at tension, the silly rotorscoped special effects and hokey fistfight showdown. Still, we have Robert De Niro to pick up the slack. De Niro, who gives his body over to Scorsese like a tattooed Christ, gives the film its only great scene. In an improvised romantic sequence with young a Juliette Lewis, he sticks his thumb into her mouth and kisses her. A kind of symbolic rape, the girl runs away, both aroused and repelled by this man's interest.<br /><br />But De Niro's performance, so deliciously over the top, simply can't be imitated by Scorsese. You'd need the operatic tone and the baroque visuals of someone like De Palma to make this work. But Scorsese? Nope.<br /><br />Worth one viewing.",negative
"An art house maven's dream. Overrated, overpraised, overdone; a pretentious melange that not only did not deserve Best Picture of 1951 on its own merits, it was dwarfed by the competition from the start. Place in the Sun, Detective Story, Streetcar Named Desire, Abbott and Costello Meet the Invisible Man; you name it, if it came out in '51, it's better than this arthouse crapola. The closing ballet is claptrap for the intellectual crowd, out of place and in the wrong movie. Few actors in their time were less capable (at acting) or less charismatic than Kelly and Caron. My #12 Worst of '51 (I saw 201 movies), and among the 5 worst Best Picture Oscar winners.",negative
"I first saw this movie as a younger child. My sister had told me about it and I thought it would be more of a kid's movie. However it remains to also be an incredible movie. True that the subject behind the movie is ruff but also true this movie will never stop touching your heart.<br /><br />I was only 6 when I first saw it and just yesterday, 7 years later, I saw it again. For the first time in a long time. Even after I knew how it ended, I knew that I had seen it a billion, bizillion times I wept like a teeny weeny little baby. When I saw it a few years back I finally got the idea and the seriousness of the film. So I stoped watching it for a while. But yesterday I didn't change the channel, I watched it. By the end I was astonished at how much it still made me laugh, cry, think, and above all, believe in mericals again. I haven't belived in a long time and this movie got me out of my shell and opened up my heart. This movie wasn't just impacting. I was also so impressed with the actors. Especially Bobby. So if you are wanting to see this movie for the first time I suggest seeing it alone. With tissues. And being ready to discover your young, sweet, innocent side and the side that still has hope. This movie touched my soul when I was only 6, and even in this time of trying to figure out who I am this movie helped me realize both what I don't and still do want to be in life.",positive
"Lovingly crafted and terribly interesting to watch Garfield's gritty, breakthrough performance (introducing a new kind of rebellious acting style that would carry over to the Brandos and Clifts and so on after the war) but all that sisterly affection is a bit suffocating. Priscilla Lane is a bright, engaging performer but the other sisters don't really register (though they're all allowed to be tart and witty) and I just had a hard time buying any of the other male characters besides Garfield. Jeffrey Lynn is a pleasant enough actor, but he lacks the movie star weight to match up with Garfield's hard luck Mickey Borden and that throws the film a bit out of whack. (Imagine a Jimmy Stewart or someone in the part.) Also, I was not convinced that Garfield would make the pivotal (to say the least) final decision that he made. The film needed another half hour of running time to better explain that action; it feels awfully rushed and under-motivated.<br /><br />Still, it's not hard to understand how anybody who grew up with this picture would remember it fondly. It falls short of being a classic, but it does contain a few classic moments. The two gate swinging scenes are pure movie magic.",positive
"Faith and Mortality... viewed through the lens of an elderly Ashkenazi Jewish-American gentleman and a younger, African-American Jewish gentleman who waver between being at odds with each other and having frank talks about how their lives have unfolded over the years..<br /><br />Mostel's character is a tailor with chronic back problems, and a terminally ill wife; Belafonte's character is a career hustler, never settling on a regular job, and a fatal car accident leaves him in an odd Purgatory-- he must convince Mostel to renew his faith, as it has been failing along with his wife's health (and his own).. but Belafonte's Levine has his own problems, still pining for the girlfriend he left behind..<br /><br />Belafonte's character leaves the film before he seemingly should, and so the the ending is cryptic, and the film suffers somewhat from its ambiguous ending..<br /><br />This is not a 'typical' Hollywood movie on ethnic relations or about a person's crisis of faith.. it is worth watching more than once and appreciating the excellent performances of the principal actors..",positive
"What the *bliep* is it with this movie? Couldn't they fiend a better script? All in all a 'nice' movie, but... it has been done more than once... Up till the end I thought it was okay, but... the going back to the past part... *barf* SO corny... Was waiting for the fairy god mother to appear... but wow, that didn't happen... which is good.<br /><br />I loved Big with Tom Hanks, but to see such a movie in a new form with another kid who wished that he/she is older/bigger; that just is so pasé<br /><br />Just watch till it comes out on TV. Don't get me wrong, but it ain't all that",negative
"Like his early masterpiece ""The Elephant Man"" Lynch proves to his detractors that he can tell a straight, simple story without losing his artistic touch. This is a true story of an elderly retired man (expertly played by Richard Farnsworth) who decides to ride a tractor across a few states to pay a final visit to his estranged brother who now stands at death's door. A beautiful score from Badalamenti, exquisite photography of rural life (love those aerial corn-field shots), and a sly director's hand that reveals man's basic humanity, this is a beautiful slice of life film. Its extremely slow pace may lull some viewers to sleep, but those who stay for along for the ride will be well rewarded in the end.",positive
"No movies have grabbed my attention like this one has. You see, I have wanted to watch this movie again for over twenty-five years. The one and only time I saw it was as a teen-ager which may have been the year it was released, 1977.<br /><br />What I do remember of the movie is that it touched those deep-held emotions so profoundly that there is still an overwhelming desire to watch it again. The intrigue this movie provides by the human element of father/son seeking and searching is sure to touch every human soul who watches it. Why this movie has not been brought out of storage and shown as often as many other movies of lesser depth, I do not know.<br /><br />Postscript: Received copy of movie and after watching it again was delighted to see that my memory held true. Rating reflects movie content. Would like to watch this movie on DVD as seeing this 1977 production on a used VHS tape took away from the overall quality.",positive
"William Shakespeare's plays are classified as comedy, tragedy, or history. Some of his most memorable --and most often read -- creations provide us with wistful humor, gentle poetry and hilarious slapstick. Some of them survive as unforgettable dramas of compelling depth and gravity. Regardless, he was able to write with unparalleled skill and inventiveness, contributing greatly to our young language. So in what category lies The Merchant of Venice ? I was very surprised to find it is one of Shakespeare's comedies. I had never before read it nor seen it, but after watching this most recent film version I have decided it is neither and it is both. This is one of many questions the viewer must try to answer when coming to terms with what is clearly a perplexing and deeply troubling moral tragedy.<br /><br />The players are introduced quickly, and simply. One of them, firstly, is Venice itself; director Michael Radford filmed the Venetian scenes in the actual city, creating an impressively vibrant, bustling backdrop to the play's proceedings. To this scenery enters the youthful Bassanio (Joseph Fiennes), returning to Venice to see a dear old friend, Antonio (Jeremy Irons). It seems the poor Bassanio has heard of a princess whose father has died and has left to any potential suitors a lottery of sorts. Waiting at the fair lady's island estate are three small trunks, <br /><br />only one of which contains ""images of the princess"". He who can guess the right one, using only blind intuition and the cryptic teasers written upon them, will be bestowed the father's huge fortune for life. Oh, and his daughter and her eternal love in marriage, I forgot to mention. Here the light comedy of Shakespeare takes over the movie. This farcical plot element drives the story and also fills up much of the film's screen time, as a number of painfully eager opportunists arrive at the island, humorously vying for and failing to earn this very wealthy hand in marriage. But before any of this occurs Bassanio, very much lacking in finances, entreats Antonio to loan him three thousand ducats to pay for the lengthy journey he must take to have his shot at the prize. <br /><br />Antonio, himself nearly penniless, must reluctantly embrace humility by seeking the financial aid of Shylock (Al Pacino), one of countless Jewish usurers who keep the sagging economy afloat yet are scorned and persecuted to no end by the city's zealously Christian majority. Thus they dwell in society's underbelly, and it is here the two borrowers must go. Shylock does not hesitate to remind the two men of a certain incident where Antonio insulted and spat on him in the city market, and he proudly rebukes this man who frankly has a lot of nerve now coming to ask for help. But help him Shylock does. He even erases any kind of interest on the loan, most likely feeling he has no reason to be concerned if Antonio will be able to repay him within three months. Still, Shylock's one contractual demand is a pound of Antonio's flesh, should he renege on their agreement. This is an unsettling request, to be sure, for Antonio and Bassanio as well as for us. But it appears that despite his justifiable pride Shylock does not really anticipate seeing such a gruesome act occurring. <br /><br />So here the dramatic groundwork has been laid. And while the film goes off to explore its gentler side with its love lottery and mistaken identities, there still looms the gloomy prospect of the loan itself. In the end, what will become of this ominous agreement? Meanwhile we are left at turns to explore the true central character of Shylock. Al Pacino has ample dramatic weight to carry here, and he does so with convincing grit and passion. There are times when he is given room for the theatrics we have come to expect from such a colorful actor. But his most impressive scenes are the ones where he internalizes this energy, showing a conflicted personality: honest, sincere, and proud, yet brooding, vengeful and entirely remorseless. This is one of Pacino's most heartfelt performances to date. And while the rest of the cast play their roles creditably and convincingly, it is Pacino who really owns the film -- especially toward the end, when Shakespeare upends this seeming romantic comedy with a wallop of a third act.<br /><br />I shall not reveal much here; all I can say is that it involves the initial loan -- a mighty shoe one expected would drop sooner or later. And does it ever. By the end Shakespeare has raised a host of dilemmas for his audience: seemingly unresolvable questions of faith, morality, law, and mercy are thrown before us through the final scenes, and while by curtain's close the playwright's position may seem clear to some, we are left completely at odds. There are winners and losers in this one, but have the winners earned their spoils with good reason, or have they in a larger sense ended out losing as well? Has virtue been rewarded, or simply flouted? Has justice in fact this time been just? By the play's finish some fates are painfully clear, and unequivocally sealed. But the audience are to be the ones who really decide the verdict for all of those involved. And for some the verdict is still out for the play as well. Comedy or tragedy? The author has cunningly veiled the intense courtroom finale with an ending of light mirth and pat romantic resolutions. Is he saying that all is well that ends well, or is this his final, ironic condemnation? The play's humor serves to set us up nicely for such a heavy crash. And while it is also what unfortunately keeps The Merchant of Venice from achieving the greatness of so many of Shakespeare's other works, it is still engaging, amusing, and thought-provoking beyond measure.",positive
"Wonderful family film that should be a staple at Christmas time. It's a mystery to me why it isn't. A true lost film that I first encountered, flickering away on my old 19"" black and white RCA, when the Million Dollar Movie was still in vogue on Channel 9 in New York City. This Rudolph Mate directed fantasy should be nestled under everyone's Christmas tree. But it has never been released on home video. Too bad. I believe I saw part of it on AMC a few years ago, before they cut many of their older films from the rotation. TCM should take up the slack and play it at Easter or on Christmas Eve. Any movie with Santa, Aunt Bee, the Hostess Cupcake Lady, and an actor with the first name King, can't be bad. Ann Blyth as ""Sally"" is a bundle of energy. During her school years, she rushes over to the chapel to pray for St. Ann to help and give guidance to her mixed-up and financially strapped family. It works. So, after she graduates, she places a statue of St. Ann in her own bedroom. At one point the entire O'Moyne residence is moved to another address. I think this was done to put an end to a neighbor dispute between the O'Moynes and the dastardly fellow next door. Blyth is cute as a button. Edmund Gwen can play the reclusive grandfather in his sleep. All-in-all, this is a satisfying movie experience.",positive
"""Caligula"" shares many of the same attributes as the 1970 ""Fellini Satyricon"" with bizarre sights, freakishness, and depictions of sexual excesses all set in the ""glory"" of ancient Rome. But Fellini it ain't... First of all it is not as entertaining. Far too much screen time is devoted to bug-eyed, rubber-faced McDowell in the titular role. His performance is far too fey and campy to be convincing. The portrayals by Jay Robinson in ""The Robe"" (1953) and David Cain-Haughton in ""Emperor Caligula"" (1983) are far more persuasive and believable, with the latter being the most nuanced. Relief could have been judiciously provided by developing the surrounding characters more fully. As it is, they are little more than cyphers. One example is the role of Macro, played by Guido Mannari who has tremendous screen presence in an important role, but is mostly left in the background. The only positive features to credit are the adroit use of some Prokofiev and Stravinsky themes in the music score and the inclusion of some of the distasteful but nevertheless accurate actions of the despot. These two factors are far less than what is needed to relieve the prevailing tedium, however.",negative
"So, where are the cannibals? Those intrigued by the title and the 'real cannibal' appeal of this film will be let down. Instead, we are shown a strange man and his re-visiting of a Papua New Guinea village full of natives, one of whom was his lover several decades prior. The man, Tobias Schneebaum is New York Jewish as they come and somehow, this is intertwined with the documentary as he appears in his yamika in several scenes.<br /><br />There are no real cannibals here: only stories relayed by some of the natives and by Tobias himself. Not all together a bad film. Very interesting and great cinematography. Schneebaum remains highly likable throughout and provides us with a fascinating glimpse into a life that is about as far removed from Western Civilization as one can get.<br /><br />It's just not what it claims to be on the cover and in the plot summary.<br /><br />4 out of 10, kids.",negative
"This is one of the few episodes (if not the only one) with an indisputable error in its storytelling. While handling the Ralphie situation Christopher states that he has heard about Pie-O-My's death in the fire accident. This is an important detail because in this context it is quite obvious that Christopher knows from the beginning that Tony is the one who must have killed Ralphie. There is however no way Chris could have heard about the accident. Who should have told him and when? By the time he is torn out of his delirium by Tony's call nobody else was informed. Tony knows that - which makes it even worse! Hearing Christopher talk about Pie- O-My's death could therefore only lead Tony to the conclusion that Chris himself has set the fire. Given the impressively elaborate writing process as told by the writers themselves on the DVD I really wonder none of them realized the problem there. The story just doesn't work that way. Unnecessary to add that I'm a huge fan of the Sopranos. Otherwise, I certainly wouldn't care.",negative
"Yes it's a Fast Times wannabe, but it's still decent entertainment.<br /><br />Some of the comedy parts are really funny. The scene when the three guys visit the Spanish lady is hilarious, with a little flamenco music in the background. The reaction when her sailor husband comes home is a riot. The guys' exploits in dealing with crabs are funny as well when they try to ""drown them"" and when they visit the pharmacist. <br /><br />The abortion scene is a Fast Times ripoff too, but it does do a good job of capturing the terror of the situation. You really feel for what Karen is going through, and for Gary in his mad scramble for cash to pay for the abortion and accommodating her recovery.<br /><br />The ending is painful to watch, but refreshingly realistic. First-time viewers will not be prepared for it and it will be a shock.<br /><br />There is a decent eye-candy for guys with young girls and the milf Spanish lady, but heterosexual guys will probably want to skip the penis-measuring competition. <br /><br />Underrated soundtrack too. Check out early, early U2(!), The Cars in their prime and an appropriate tearjerker song by James Ingram for the surprise ending.<br /><br />Some people will hate it and it is somewhat dated, but those who like teen flicks or grew up in the early 80s should like it.",positive
